id,title,filtered_words,features,label_index
F117,Hoax Confirmed by Sources,"[artist,thought,step,stage,enter,accept,style.,person,field,let,remain,responsibility.,—,shocking,claims,hoax,surface,internet.]","(50000,[6203],[5.523458920524919])",0.0
F173,Secret Cure Confirmed by Sources,"[cut,man,none,address,project.,peace,ahead,north,including,subject.,—,shocking,claims,secret,cure,surface,internet.]","(50000,[22462],[5.523458920524919])",0.0
F024,Aliens Confirmed by Sources,"[key,drive,notice,condition,collection,wind,president.,however,total,heavy,seek,particularly,we.,—,shocking,claims,aliens,surface,internet.]","(50000,[36516],[5.523458920524919])",0.0
F096,Celebrity Scandal Confirmed by Sources,"[exist,top,particular,establish,run,stock.,fight,store,guess,house,today,seek,able.,plan,ahead,security,investment,apply.,—,shocking,claims,celebrity,scandal,surface,internet.]","(50000,[6633],[5.523458920524919])",0.0
R247,New Report on Public Health,"[close,one,wait,north,feel.,language,first,point,work,son,trade.,experts,discuss,ongoing,developments,public,health.]","(50000,[28365],[5.523458920524919])",1.0
F226,Government Cover-Up Confirmed by Sources,"[minute,page,week,material.,every,economy,experience,away,top,west.,minute,program,worker.,—,shocking,claims,government,cover-up,surface,internet.]","(50000,[1311],[5.523458920524919])",0.0
F100,Flat Earth Confirmed by Sources,"[tax,official,front.,political,never,cup,career.,—,shocking,claims,flat,earth,surface,internet.]","(50000,[43613],[5.523458920524919])",0.0
F246,Government Cover-Up Confirmed by Sources,"[late,discuss,try,top,bar.,identify,rather,deal,start,practice,door,world,out.,young,project,common,quite,onto,present.,—,shocking,claims,government,cover-up,surface,internet.]","(50000,[13705],[5.523458920524919])",0.0
F183,Aliens Confirmed by Sources,"[money,street,land,decision,until.,doctor,even,talk,miss,alone.,financial,follow,nature,situation,cultural.,—,shocking,claims,aliens,surface,internet.]","(50000,[20400],[5.523458920524919])",0.0
R063,New Report on Policy,"[factor,special,generation,treatment.,common,development,crime,travel.,experts,discuss,ongoing,developments,policy.]","(50000,[8642],[5.523458920524919])",1.0
R005,New Report on Election,"[lawyer,letter,sometimes,send,save.,enter,consumer,set,significant,as.,peace,far,tonight.,experts,discuss,ongoing,developments,election.]","(50000,[22582],[5.523458920524919])",1.0
R084,New Report on Election,"[mind,although,wind,white.,put,cup,top,time,church,job.,experts,discuss,ongoing,developments,election.]","(50000,[31759],[5.523458920524919])",1.0
R124,New Report on Education,"[vote,need,court.,international,ever,pressure,network,group.,experts,discuss,ongoing,developments,education.]","(50000,[33546],[5.523458920524919])",1.0
R118,New Report on Research,"[let,help,group,writer.,suffer,better,term,along,become.,experts,discuss,ongoing,developments,research.]","(50000,[14143],[5.523458920524919])",1.0
F001,Aliens Confirmed by Sources,"[project,according,finally,not.,collection,better,hour.,—,shocking,claims,aliens,surface,internet.]","(50000,[39344],[5.523458920524919])",0.0
F007,Immortal Jellyfish Confirmed by Sources,"[line,election,early,local.,decide,impact,something,note,read.,—,shocking,claims,immortal,jellyfish,surface,internet.]","(50000,[10087],[5.523458920524919])",0.0
F046,Mind Control Confirmed by Sources,"[think,range,notice,full,little,staff,research.,speak,manage,do.,investment,believe,cultural,official,start,star.,—,shocking,claims,mind,control,surface,internet.]","(50000,[12769],[5.523458920524919])",0.0
R103,New Report on Research,"[candidate,include,computer.,house,product,within,left,per,ready.,court,able,week.,experts,discuss,ongoing,developments,research.]","(50000,[46028],[5.523458920524919])",1.0
R037,New Report on Budget Report,"[leave,beat,remember,north.,foreign,drop,method,rise.,type,decide,individual,vote,watch,spring,hospital.,experts,discuss,ongoing,developments,budget,report.]","(50000,[48591],[5.523458920524919])",1.0
F193,Secret Cure Confirmed by Sources,"[remember,travel,doctor,red,close,young.,exactly,street,so.,—,shocking,claims,secret,cure,surface,internet.]","(50000,[15493],[5.523458920524919])",0.0
R166,New Report on Election,"[audience,occur,street,player,half,husband,drug.,quite,million,blue,reason,possible.,price,enough,capital,management,foot.,experts,discuss,ongoing,developments,election.]","(50000,[11451],[5.523458920524919])",1.0
F017,Immortal Jellyfish Confirmed by Sources,"[firm,walk,nothing,better,represent.,indeed,personal,amount,born,action,training.,us,star,mind,season,approach,bank.,—,shocking,claims,immortal,jellyfish,surface,internet.]","(50000,[43376],[5.523458920524919])",0.0
R008,New Report on Economic Growth,"[ask,forget,upon,term.,quickly,else,we.,indeed,report,song,soon.,look,drop,owner,test,business,nice,operation.,experts,discuss,ongoing,developments,economic,growth.]","(50000,[39052],[5.523458920524919])",1.0
F071,Celebrity Scandal Confirmed by Sources,"[want,boy,practice.,mr,blue,economic,court.,—,shocking,claims,celebrity,scandal,surface,internet.]","(50000,[9050],[5.523458920524919])",0.0
F028,Mind Control Confirmed by Sources,"[citizen,media,baby,forget.,kid,interest,leader.,executive,lead,kitchen,policy.,—,shocking,claims,mind,control,surface,internet.]","(50000,[25292],[5.523458920524919])",0.0
F227,Immortal Jellyfish Confirmed by Sources,"[return,accept,draw,bank.,animal,school,generation,cover,real,throughout.,—,shocking,claims,immortal,jellyfish,surface,internet.]","(50000,[22539],[5.523458920524919])",0.0
R200,New Report on Public Health,"[save,similar,hour,remember,agency,president.,far,vote,employee,ok.,experts,discuss,ongoing,developments,public,health.]","(50000,[36508],[5.523458920524919])",1.0
R225,New Report on Climate Change,"[create,travel,today,prevent,information.,important,eat,give,sort,dark.,anyone,protect,perhaps,single.,experts,discuss,ongoing,developments,climate,change.]","(50000,[28179],[5.523458920524919])",1.0
R062,New Report on Budget Report,"[west,account,boy,minute,class.,else,end,old,heart,score,mr,pass.,ready,theory,ground,area.,experts,discuss,ongoing,developments,budget,report.]","(50000,[2369],[5.523458920524919])",1.0
F033,Hoax Confirmed by Sources,"[effort,cut,choice,list,sometimes,conference,operation.,need,knowledge,expect,notice.,—,shocking,claims,hoax,surface,internet.]","(50000,[34161],[5.523458920524919])",0.0
F012,Hoax Confirmed by Sources,"[walk,level,especially,structure,issue,wonder,receive,benefit.,show,street,letter,fall,speak,while.,—,shocking,claims,hoax,surface,internet.]","(50000,[34640],[5.523458920524919])",0.0
R121,New Report on Research,"[mouth,structure,question,force,really.,old,bed,affect,floor,political,upon.,film,full,movement,manager.,experts,discuss,ongoing,developments,research.]","(50000,[2601],[5.523458920524919])",1.0
F210,Aliens Confirmed by Sources,"[issue,garden,control,since.,kind,loss,laugh,or.,black,bag,rather,child.,trial,little,cold,inside,piece,rich,leg.,—,shocking,claims,aliens,surface,internet.]","(50000,[43084],[5.523458920524919])",0.0
F151,Hoax Confirmed by Sources,"[short,first,me.,goal,anything,energy,actually,across.,century,discuss,win,analysis,treatment.,—,shocking,claims,hoax,surface,internet.]","(50000,[5638],[5.523458920524919])",0.0
F099,Secret Cure Confirmed by Sources,"[whatever,data,two,property,senior.,drop,toward,worker,professor,go,doctor.,—,shocking,claims,secret,cure,surface,internet.]","(50000,[44882],[5.523458920524919])",0.0
R090,New Report on Technology Breakthrough,"[tough,material,player,build.,interview,tell,matter,buy,lawyer,player.,describe,today,start,another,natural,different,between.,experts,discuss,ongoing,developments,technology,breakthrough.]","(50000,[13733],[5.523458920524919])",1.0
R125,New Report on Budget Report,"[blood,expect,still,form,rock,because.,voice,new,try,perhaps,television,quickly.,experts,discuss,ongoing,developments,budget,report.]","(50000,[41230],[5.523458920524919])",1.0
R091,New Report on Climate Change,"[participant,might,exactly,team,fall,despite,entire.,start,career,defense,day.,reach,lay,position,former,red.,experts,discuss,ongoing,developments,climate,change.]","(50000,[49230],[5.523458920524919])",1.0
R157,New Report on Climate Change,"[father,gun,agent,person,baby,power,nor.,talk,anything,brother,thus,hold,program,change.,experts,discuss,ongoing,developments,climate,change.]","(50000,[36937],[5.523458920524919])",1.0
F098,Miracle Drug Confirmed by Sources,"[fund,whether,doctor,yeah,win,watch,hot,seem.,—,shocking,claims,miracle,drug,surface,internet.]","(50000,[43752],[5.523458920524919])",0.0
F164,Immortal Jellyfish Confirmed by Sources,"[especially,public,rather,around,story.,window,health,strategy,stock,want,establish,grow,safe.,—,shocking,claims,immortal,jellyfish,surface,internet.]","(50000,[29179],[5.523458920524919])",0.0
R050,New Report on Economic Growth,"[science,lose,today,someone,marriage,i.,statement,establish,whatever,understand,debate,business.,chair,animal,three,mr.,experts,discuss,ongoing,developments,economic,growth.]","(50000,[20020],[5.523458920524919])",1.0
R249,New Report on Climate Change,"[state,southern,pull,show.,population,sign,understand,voice,report.,ball,performance,figure,able,wife,beyond,direction.,affect,candidate,physical,operation,tonight,practice,child,defense.,experts,discuss,ongoing,developments,climate,change.]","(50000,[26528],[5.523458920524919])",1.0
R093,New Report on Election,"[partner,always,race,true,deep.,experts,discuss,ongoing,developments,election.]","(50000,[1816],[5.523458920524919])",1.0
R131,New Report on Education,"[former,end,share,there.,sit,chance,office,national,crime.,behavior,democrat,mission.,experts,discuss,ongoing,developments,education.]","(50000,[2114],[5.523458920524919])",1.0
F107,Flat Earth Confirmed by Sources,"[view,issue,get,where.,standard,successful,anything,training,second,effort,community.,phone,century,vote,want,seek.,—,shocking,claims,flat,earth,surface,internet.]","(50000,[11740],[5.523458920524919])",0.0
F153,Hoax Confirmed by Sources,"[kind,attention,guess,back,cost,next,fire.,lawyer,commercial.,measure,guess,agent,full,exist,quickly,serious.,give,lay.,—,shocking,claims,hoax,surface,internet.]","(50000,[4023],[5.523458920524919])",0.0
F091,Flat Earth Confirmed by Sources,"[address,marriage,increase,ability,job,young,travel.,miss,end,probably,low,our.,support,structure,back,medical.,—,shocking,claims,flat,earth,surface,internet.]","(50000,[43162],[5.523458920524919])",0.0
R246,New Report on Economic Growth,"[piece,difficult,middle,dark,new.,beyond,wonder,water,since,we.,experts,discuss,ongoing,developments,economic,growth.]","(50000,[21658],[5.523458920524919])",1.0
F004,Secret Cure Confirmed by Sources,"[vote,field,vote,away.,theory,theory,summer,recent,anyone,really,fund.,—,shocking,claims,secret,cure,surface,internet.]","(50000,[28340],[5.523458920524919])",0.0
F220,Celebrity Scandal Confirmed by Sources,"[sister,compare,charge,across,no.,—,shocking,claims,celebrity,scandal,surface,internet.]","(50000,[33316],[5.523458920524919])",0.0
F121,Hoax Confirmed by Sources,"[send,street,live,mrs,operation,charge,past,nothing.,—,shocking,claims,hoax,surface,internet.]","(50000,[32068],[5.523458920524919])",0.0
F245,Mind Control Confirmed by Sources,"[edge,modern,maybe,college,middle,impact.,—,shocking,claims,mind,control,surface,internet.]","(50000,[19629],[5.523458920524919])",0.0
R035,New Report on Climate Change,"[friend,work,hope,grow,various,almost,ability.,father,money,job,voice,well,finally,throw,stay.,experts,discuss,ongoing,developments,climate,change.]","(50000,[25027],[5.523458920524919])",1.0
R024,New Report on Education,"[city,popular,law,first.,fear,baby,prove,mr.,evidence,item,choice,and.,experts,discuss,ongoing,developments,education.]","(50000,[15557],[5.523458920524919])",1.0
F079,Miracle Drug Confirmed by Sources,"[industry,commercial,shoulder,scene,next.,mention,physical,service,building.,—,shocking,claims,miracle,drug,surface,internet.]","(50000,[40112],[5.523458920524919])",0.0
R094,New Report on Policy,"[show,model,might,mrs,away.,idea,discover,audience,thank,book,father.,food,good,put,example,interest.,experts,discuss,ongoing,developments,policy.]","(50000,[1069],[5.523458920524919])",1.0
R040,New Report on Policy,"[north,performance,political.,agreement,car,buy,drug,human,wall,woman.,experts,discuss,ongoing,developments,policy.]","(50000,[29414],[5.523458920524919])",1.0
F170,Immortal Jellyfish Confirmed by Sources,"[follow,project,defense,work,together,yet.,get,training,generation,western,popular.,—,shocking,claims,immortal,jellyfish,surface,internet.]","(50000,[49435],[5.523458920524919])",0.0
F130,Immortal Jellyfish Confirmed by Sources,"[already,training,five.,blue,impact,question,son,either,last.,door,middle,produce,get,audience,theory.,leg,news,travel,smile.,—,shocking,claims,immortal,jellyfish,surface,internet.]","(50000,[5447],[5.523458920524919])",0.0
R085,New Report on Economic Growth,"[piece,cost,whose,recent.,check,radio,agreement,finish.,experts,discuss,ongoing,developments,economic,growth.]","(50000,[15409],[5.523458920524919])",1.0
R054,New Report on Budget Report,"[lay,reveal,lot,moment,mouth.,tax,win,particularly,relate.,cell,positive,fish,front,toward,help.,experts,discuss,ongoing,developments,budget,report.]","(50000,[33903],[5.523458920524919])",1.0
R047,New Report on Technology Breakthrough,"[tough,paper,guess,sell.,policy,reduce,month,war,plant,continue.,sing,east,third,personal,enter,end.,experts,discuss,ongoing,developments,technology,breakthrough.]","(50000,[29097],[5.523458920524919])",1.0
R199,New Report on Economic Growth,"[dark,building,final,although,close,shake,go.,skin,add,to.,national,study,education,financial,this.,voice,choice,store,make,learn.,experts,discuss,ongoing,developments,economic,growth.]","(50000,[38464],[5.523458920524919])",1.0
F062,Miracle Drug Confirmed by Sources,"[study,either,market,sea,successful,seem,sister.,method,meeting,key,education,agree.,kid,edge,character,hundred,simple,nearly.,—,shocking,claims,miracle,drug,surface,internet.]","(50000,[30638],[5.523458920524919])",0.0
R244,New Report on Technology Breakthrough,"[beautiful,later,concern.,social,half,team.,final,authority,sport,dog.,area,camera.,experts,discuss,ongoing,developments,technology,breakthrough.]","(50000,[25228],[5.523458920524919])",1.0
R107,New Report on Election,"[care,writer,turn,dream,several,year,reach.,player,benefit,modern,hair,paper,these.,experts,discuss,ongoing,developments,election.]","(50000,[11570],[5.523458920524919])",1.0
F148,Aliens Confirmed by Sources,"[work,teacher,subject.,day,still,training,both.,—,shocking,claims,aliens,surface,internet.]","(50000,[25330],[5.523458920524919])",0.0
F023,Mind Control Confirmed by Sources,"[ok,true,form,among.,scientist,certain,college,guess,fund,close.,soldier,message,unit,feel.,—,shocking,claims,mind,control,surface,internet.]","(50000,[20088],[5.523458920524919])",0.0
R075,New Report on Budget Report,"[material,animal,series,daughter,training,employee,like,wind.,ability,card,interest.,experts,discuss,ongoing,developments,budget,report.]","(50000,[44089],[5.523458920524919])",1.0
R220,New Report on Public Health,"[quickly,next.,perform,field,state.,finish,machine,member.,experts,discuss,ongoing,developments,public,health.]","(50000,[47507],[5.523458920524919])",1.0
R099,New Report on Economic Growth,"[improve,challenge,none,history.,realize,pressure,president,support.,point,tell,anyone,instead,first.,experts,discuss,ongoing,developments,economic,growth.]","(50000,[7334],[5.523458920524919])",1.0
F066,Flat Earth Confirmed by Sources,"[apply,military,lay,nearly,movie.,—,shocking,claims,flat,earth,surface,internet.]","(50000,[45573],[5.523458920524919])",0.0
F060,Flat Earth Confirmed by Sources,"[mr,address,star,quality.,detail,free,idea,hear,but.,—,shocking,claims,flat,earth,surface,internet.]","(50000,[14325],[5.523458920524919])",0.0
F022,Government Cover-Up Confirmed by Sources,"[course,prevent,successful,collection,process.,room,member,crime,continue.,mother,lose,pull,style,occur,test,forward,or.,—,shocking,claims,government,cover-up,surface,internet.]","(50000,[47744],[5.523458920524919])",0.0
F127,Mind Control Confirmed by Sources,"[local,opportunity,responsibility,idea,something,animal.,system,day,major,claim.,technology,stock,light,put,sign.,—,shocking,claims,mind,control,surface,internet.]","(50000,[1481],[5.523458920524919])",0.0
R212,New Report on Education,"[case,item,radio,cause,letter,low.,state,maintain,including,wind,ten.,mention,ago,bit,heart,three,garden.,experts,discuss,ongoing,developments,education.]","(50000,[13801],[5.523458920524919])",1.0
F119,Mind Control Confirmed by Sources,"[recent,industry,decision,news.,woman,lead,according,week.,—,shocking,claims,mind,control,surface,internet.]","(50000,[44310],[5.523458920524919])",0.0
F103,Hoax Confirmed by Sources,"[various,agent,my.,never,stock,he.,—,shocking,claims,hoax,surface,internet.]","(50000,[45898],[5.523458920524919])",0.0
F191,Mind Control Confirmed by Sources,"[discover,strategy,style,available,suggest,choose.,visit,condition,visit.,player,dream,red,popular,direction,southern,course,center.,—,shocking,claims,mind,control,surface,internet.]","(50000,[19485],[5.523458920524919])",0.0
F002,Mind Control Confirmed by Sources,"[radio,way,education,treat.,understand,reveal,respond,second,several,cup.,understand,hear,ahead,career,knowledge,decision,where.,—,shocking,claims,mind,control,surface,internet.]","(50000,[17391],[5.523458920524919])",0.0
R155,New Report on Election,"[husband,task,rule,citizen.,million,husband,effect,night.,political,however,firm,culture,avoid,anything.,experts,discuss,ongoing,developments,election.]","(50000,[43819],[5.523458920524919])",1.0
R006,New Report on Technology Breakthrough,"[goal,traditional,population,table,great,professional,citizen.,tax,director,enough,enjoy,tree,question,condition.,number,child,congress,visit,public,sing,middle,of.,experts,discuss,ongoing,developments,technology,breakthrough.]","(50000,[11727],[5.523458920524919])",1.0
F086,Government Cover-Up Confirmed by Sources,"[man,military,action,eye,successful.,—,shocking,claims,government,cover-up,surface,internet.]","(50000,[1096],[5.523458920524919])",0.0
R168,New Report on Election,"[note,pull,significant,sit,seat.,action,plan,interesting.,sit,lawyer,relate,similar,heart,season.,experts,discuss,ongoing,developments,election.]","(50000,[22294],[5.523458920524919])",1.0
R077,New Report on Public Health,"[decide,author,administration,professor,thought,else.,main,doctor,maintain,early.,sit,place,race.,experts,discuss,ongoing,developments,public,health.]","(50000,[46272],[5.523458920524919])",1.0
F209,Hoax Confirmed by Sources,"[office,realize,candidate,share,report.,require,pm,represent,writer,reach.,wind,speak,protect,future,newspaper,along.,—,shocking,claims,hoax,surface,internet.]","(50000,[34323],[5.523458920524919])",0.0
R236,New Report on Public Health,"[past,start,hotel,fly.,pressure,author,morning,minute,get,technology,professional.,indeed,drive,power,every,develop,sell,whether.,experts,discuss,ongoing,developments,public,health.]","(50000,[19013],[5.523458920524919])",1.0
F186,Aliens Confirmed by Sources,"[successful,since,society,stuff.,find,day,whole,none,in.,stuff,high,sit,large.,total,director,present,republican,resource,design.,—,shocking,claims,aliens,surface,internet.]","(50000,[16022],[5.523458920524919])",0.0
R243,New Report on Public Health,"[yeah,kitchen,quite,environment,mission,feeling.,play,force,century,paper.,training,government,air,miss,same.,experts,discuss,ongoing,developments,public,health.]","(50000,[14662],[5.523458920524919])",1.0
F094,Immortal Jellyfish Confirmed by Sources,"[suddenly,outside,day,six,yeah,at.,around,tv,allow,rest,tax,three.,hand,beautiful,main,answer,total,theory,investment,cost.,—,shocking,claims,immortal,jellyfish,surface,internet.]","(50000,[1741],[5.523458920524919])",0.0
R032,New Report on Economic Growth,"[perhaps,ago,hundred,value.,arm,today,heavy,public,last,task.,across,prevent,capital,recent,us,heart,join.,experts,discuss,ongoing,developments,economic,growth.]","(50000,[43361],[5.523458920524919])",1.0
R033,New Report on Education,"[stage,sing,argue,much,describe,necessary.,easy,garden,responsibility,sport,travel,goal,always.,data,must,including.,experts,discuss,ongoing,developments,education.]","(50000,[46492],[5.523458920524919])",1.0
R045,New Report on Technology Breakthrough,"[network,mouth,our.,staff,generation,end,want,analysis,military,test,woman.,eight,management,education.,save,expect,want,change.,experts,discuss,ongoing,developments,technology,breakthrough.]","(50000,[10611],[5.523458920524919])",1.0
R116,New Report on Education,"[page,expert,food,economy,boy,make,executive.,human,represent,sit,far,history.,wide,future,tax,send,color,spring,throw,near.,experts,discuss,ongoing,developments,education.]","(50000,[7796],[5.523458920524919])",1.0
F056,Celebrity Scandal Confirmed by Sources,"[call,tend,study,side,reach,reason,yet.,accept,wait,civil,government,put,usually,same.,standard,add,arrive,society,keep.,civil,past,close,music,grow.,—,shocking,claims,celebrity,scandal,surface,internet.]","(50000,[40056],[5.523458920524919])",0.0
R043,New Report on Policy,"[feeling,investment,idea,suffer,great.,simply,position,cell,enough,energy,bank.,skill,society,thought,dog,kind,condition,degree.,experts,discuss,ongoing,developments,policy.]","(50000,[30308],[5.523458920524919])",1.0
R145,New Report on Economic Growth,"[church,religious,find,real.,minute,recent,difficult,spend,ok,energy,outside.,experts,discuss,ongoing,developments,economic,growth.]","(50000,[2349],[5.523458920524919])",1.0
F200,Secret Cure Confirmed by Sources,"[water,class,seat,another,leg,pull.,—,shocking,claims,secret,cure,surface,internet.]","(50000,[16978],[5.523458920524919])",0.0
F034,Celebrity Scandal Confirmed by Sources,"[understand,edge,glass,rise,night,analysis.,area,nation.,—,shocking,claims,celebrity,scandal,surface,internet.]","(50000,[22020],[5.523458920524919])",0.0
F149,Secret Cure Confirmed by Sources,"[technology,source,author,cultural,idea,detail,moment.,boy,design,writer,step,own.,product,ask,let,develop,protect.,—,shocking,claims,secret,cure,surface,internet.]","(50000,[34662],[5.523458920524919])",0.0
F051,Secret Cure Confirmed by Sources,"[particular,similar,rise,language.,table,specific,specific,build,yeah,community,choice.,—,shocking,claims,secret,cure,surface,internet.]","(50000,[27979],[5.523458920524919])",0.0
F089,Flat Earth Confirmed by Sources,"[matter,risk,across,field,international.,side,fly,manage.,month,american,change,art,season.,—,shocking,claims,flat,earth,surface,internet.]","(50000,[13502],[5.523458920524919])",0.0
F135,Flat Earth Confirmed by Sources,"[area,american,two,leg.,floor,film,require.,—,shocking,claims,flat,earth,surface,internet.]","(50000,[38971],[5.523458920524919])",0.0
F088,Government Cover-Up Confirmed by Sources,"[song,laugh,member,anyone.,sing,air,fish,find,place,follow,analysis.,probably,data,sort.,—,shocking,claims,government,cover-up,surface,internet.]","(50000,[6748],[5.523458920524919])",0.0
R010,New Report on Election,"[respond,ok,yeah,management,consider,easy.,thousand,throw,manager,people,test,great.,experts,discuss,ongoing,developments,election.]","(50000,[23947],[5.523458920524919])",1.0
R211,New Report on Policy,"[sure,weight,contain,half,citizen.,two,middle,week,foreign,remain,attack.,music,consumer,east,bill,role,police,thousand.,person,today,religious,perform,billion,order.,experts,discuss,ongoing,developments,policy.]","(50000,[43608],[5.523458920524919])",1.0
F204,Miracle Drug Confirmed by Sources,"[international,water,start,want,control,herself.,—,shocking,claims,miracle,drug,surface,internet.]","(50000,[3764],[5.523458920524919])",0.0
F168,Miracle Drug Confirmed by Sources,"[major,marriage,six,everyone.,purpose,improve,out.,—,shocking,claims,miracle,drug,surface,internet.]","(50000,[4301],[5.523458920524919])",0.0
R011,New Report on Public Health,"[information,activity,successful,pass,certainly.,experts,discuss,ongoing,developments,public,health.]","(50000,[1413],[5.523458920524919])",1.0
R232,New Report on Climate Change,"[kid,difficult,us,sort,nothing,office,ground,feeling.,name,give,born,resource,some.,experts,discuss,ongoing,developments,climate,change.]","(50000,[27005],[5.523458920524919])",1.0
R042,New Report on Public Health,"[remember,animal,three,miss,current.,especially,federal,tree.,experts,discuss,ongoing,developments,public,health.]","(50000,[48936],[5.523458920524919])",1.0
F182,Hoax Confirmed by Sources,"[game,next.,less,poor,side,open.,—,shocking,claims,hoax,surface,internet.]","(50000,[23215],[5.523458920524919])",0.0
F036,Miracle Drug Confirmed by Sources,"[air,western,blue,power,rule,difficult.,evening,bill,happen,certainly,base.,—,shocking,claims,miracle,drug,surface,internet.]","(50000,[1429],[5.523458920524919])",0.0
F068,Secret Cure Confirmed by Sources,"[happen,team,military.,week,training,politics,federal,cover.,service,note,four,join,back,guess,floor.,—,shocking,claims,secret,cure,surface,internet.]","(50000,[12109],[5.523458920524919])",0.0
R015,New Report on Election,"[evening,study,particular,outside,cause,actually.,home,player,information,medical,collection,strategy.,program,actually,someone,door,company,cost.,school,natural,including,ask.,experts,discuss,ongoing,developments,election.]","(50000,[48579],[5.523458920524919])",1.0
R147,New Report on Climate Change,"[plan,everything,young,six.,threat,realize,difficult,tough.,worry,item,various,make,measure,trouble,require,either.,experts,discuss,ongoing,developments,climate,change.]","(50000,[803],[5.523458920524919])",1.0
F198,Government Cover-Up Confirmed by Sources,"[long,subject,color,page,market.,wait,wrong,threat,toward,build.,—,shocking,claims,government,cover-up,surface,internet.]","(50000,[45526],[5.523458920524919])",0.0
R081,New Report on Climate Change,"[environmental,human,next.,even,interest,remember,heavy,particular,customer,phone.,although,especially,make,something,south,soon,capital.,experts,discuss,ongoing,developments,climate,change.]","(50000,[42678],[5.523458920524919])",1.0
F050,Aliens Confirmed by Sources,"[hundred,near,state,citizen,leader,particular,away.,look,put,carry,nature,recently,hit,here.,—,shocking,claims,aliens,surface,internet.]","(50000,[44349],[5.523458920524919])",0.0
F162,Celebrity Scandal Confirmed by Sources,"[explain,political,know,i.,indicate,resource,employee,although.,news,mr,value,current.,—,shocking,claims,celebrity,scandal,surface,internet.]","(50000,[23043],[5.523458920524919])",0.0
