id,title,filtered_words_str,label
R047,New Report on Technology Breakthrough,"tough,paper,guess,sell.,policy,reduce,month,war,plant,continue.,sing,east,third,personal,enter,end.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R199,New Report on Economic Growth,"dark,building,final,although,close,shake,go.,skin,add,to.,national,study,education,financial,this.,voice,choice,store,make,learn.,experts,discuss,ongoing,developments,economic,growth.",REAL
F062,Miracle Drug Confirmed by Sources,"study,either,market,sea,successful,seem,sister.,method,meeting,key,education,agree.,kid,edge,character,hundred,simple,nearly.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R244,New Report on Technology Breakthrough,"beautiful,later,concern.,social,half,team.,final,authority,sport,dog.,area,camera.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R107,New Report on Election,"care,writer,turn,dream,several,year,reach.,player,benefit,modern,hair,paper,these.,experts,discuss,ongoing,developments,election.",REAL
F148,Aliens Confirmed by Sources,"work,teacher,subject.,day,still,training,both.,—,shocking,claims,aliens,surface,internet.",FAKE
F023,Mind Control Confirmed by Sources,"ok,true,form,among.,scientist,certain,college,guess,fund,close.,soldier,message,unit,feel.,—,shocking,claims,mind,control,surface,internet.",FAKE
R075,New Report on Budget Report,"material,animal,series,daughter,training,employee,like,wind.,ability,card,interest.,experts,discuss,ongoing,developments,budget,report.",REAL
R220,New Report on Public Health,"quickly,next.,perform,field,state.,finish,machine,member.,experts,discuss,ongoing,developments,public,health.",REAL
R099,New Report on Economic Growth,"improve,challenge,none,history.,realize,pressure,president,support.,point,tell,anyone,instead,first.,experts,discuss,ongoing,developments,economic,growth.",REAL
F066,Flat Earth Confirmed by Sources,"apply,military,lay,nearly,movie.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F060,Flat Earth Confirmed by Sources,"mr,address,star,quality.,detail,free,idea,hear,but.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F022,Government Cover-Up Confirmed by Sources,"course,prevent,successful,collection,process.,room,member,crime,continue.,mother,lose,pull,style,occur,test,forward,or.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F127,Mind Control Confirmed by Sources,"local,opportunity,responsibility,idea,something,animal.,system,day,major,claim.,technology,stock,light,put,sign.,—,shocking,claims,mind,control,surface,internet.",FAKE
R212,New Report on Education,"case,item,radio,cause,letter,low.,state,maintain,including,wind,ten.,mention,ago,bit,heart,three,garden.,experts,discuss,ongoing,developments,education.",REAL
F119,Mind Control Confirmed by Sources,"recent,industry,decision,news.,woman,lead,according,week.,—,shocking,claims,mind,control,surface,internet.",FAKE
F103,Hoax Confirmed by Sources,"various,agent,my.,never,stock,he.,—,shocking,claims,hoax,surface,internet.",FAKE
F191,Mind Control Confirmed by Sources,"discover,strategy,style,available,suggest,choose.,visit,condition,visit.,player,dream,red,popular,direction,southern,course,center.,—,shocking,claims,mind,control,surface,internet.",FAKE
F002,Mind Control Confirmed by Sources,"radio,way,education,treat.,understand,reveal,respond,second,several,cup.,understand,hear,ahead,career,knowledge,decision,where.,—,shocking,claims,mind,control,surface,internet.",FAKE
R155,New Report on Election,"husband,task,rule,citizen.,million,husband,effect,night.,political,however,firm,culture,avoid,anything.,experts,discuss,ongoing,developments,election.",REAL
R006,New Report on Technology Breakthrough,"goal,traditional,population,table,great,professional,citizen.,tax,director,enough,enjoy,tree,question,condition.,number,child,congress,visit,public,sing,middle,of.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F086,Government Cover-Up Confirmed by Sources,"man,military,action,eye,successful.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R168,New Report on Election,"note,pull,significant,sit,seat.,action,plan,interesting.,sit,lawyer,relate,similar,heart,season.,experts,discuss,ongoing,developments,election.",REAL
R077,New Report on Public Health,"decide,author,administration,professor,thought,else.,main,doctor,maintain,early.,sit,place,race.,experts,discuss,ongoing,developments,public,health.",REAL
F209,Hoax Confirmed by Sources,"office,realize,candidate,share,report.,require,pm,represent,writer,reach.,wind,speak,protect,future,newspaper,along.,—,shocking,claims,hoax,surface,internet.",FAKE
R236,New Report on Public Health,"past,start,hotel,fly.,pressure,author,morning,minute,get,technology,professional.,indeed,drive,power,every,develop,sell,whether.,experts,discuss,ongoing,developments,public,health.",REAL
F186,Aliens Confirmed by Sources,"successful,since,society,stuff.,find,day,whole,none,in.,stuff,high,sit,large.,total,director,present,republican,resource,design.,—,shocking,claims,aliens,surface,internet.",FAKE
R243,New Report on Public Health,"yeah,kitchen,quite,environment,mission,feeling.,play,force,century,paper.,training,government,air,miss,same.,experts,discuss,ongoing,developments,public,health.",REAL
F094,Immortal Jellyfish Confirmed by Sources,"suddenly,outside,day,six,yeah,at.,around,tv,allow,rest,tax,three.,hand,beautiful,main,answer,total,theory,investment,cost.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R032,New Report on Economic Growth,"perhaps,ago,hundred,value.,arm,today,heavy,public,last,task.,across,prevent,capital,recent,us,heart,join.,experts,discuss,ongoing,developments,economic,growth.",REAL
R033,New Report on Education,"stage,sing,argue,much,describe,necessary.,easy,garden,responsibility,sport,travel,goal,always.,data,must,including.,experts,discuss,ongoing,developments,education.",REAL
R045,New Report on Technology Breakthrough,"network,mouth,our.,staff,generation,end,want,analysis,military,test,woman.,eight,management,education.,save,expect,want,change.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R116,New Report on Education,"page,expert,food,economy,boy,make,executive.,human,represent,sit,far,history.,wide,future,tax,send,color,spring,throw,near.,experts,discuss,ongoing,developments,education.",REAL
F056,Celebrity Scandal Confirmed by Sources,"call,tend,study,side,reach,reason,yet.,accept,wait,civil,government,put,usually,same.,standard,add,arrive,society,keep.,civil,past,close,music,grow.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R043,New Report on Policy,"feeling,investment,idea,suffer,great.,simply,position,cell,enough,energy,bank.,skill,society,thought,dog,kind,condition,degree.,experts,discuss,ongoing,developments,policy.",REAL
R145,New Report on Economic Growth,"church,religious,find,real.,minute,recent,difficult,spend,ok,energy,outside.,experts,discuss,ongoing,developments,economic,growth.",REAL
F200,Secret Cure Confirmed by Sources,"water,class,seat,another,leg,pull.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F034,Celebrity Scandal Confirmed by Sources,"understand,edge,glass,rise,night,analysis.,area,nation.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F149,Secret Cure Confirmed by Sources,"technology,source,author,cultural,idea,detail,moment.,boy,design,writer,step,own.,product,ask,let,develop,protect.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F051,Secret Cure Confirmed by Sources,"particular,similar,rise,language.,table,specific,specific,build,yeah,community,choice.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F089,Flat Earth Confirmed by Sources,"matter,risk,across,field,international.,side,fly,manage.,month,american,change,art,season.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F135,Flat Earth Confirmed by Sources,"area,american,two,leg.,floor,film,require.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F088,Government Cover-Up Confirmed by Sources,"song,laugh,member,anyone.,sing,air,fish,find,place,follow,analysis.,probably,data,sort.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R010,New Report on Election,"respond,ok,yeah,management,consider,easy.,thousand,throw,manager,people,test,great.,experts,discuss,ongoing,developments,election.",REAL
R211,New Report on Policy,"sure,weight,contain,half,citizen.,two,middle,week,foreign,remain,attack.,music,consumer,east,bill,role,police,thousand.,person,today,religious,perform,billion,order.,experts,discuss,ongoing,developments,policy.",REAL
F204,Miracle Drug Confirmed by Sources,"international,water,start,want,control,herself.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F168,Miracle Drug Confirmed by Sources,"major,marriage,six,everyone.,purpose,improve,out.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R011,New Report on Public Health,"information,activity,successful,pass,certainly.,experts,discuss,ongoing,developments,public,health.",REAL
R232,New Report on Climate Change,"kid,difficult,us,sort,nothing,office,ground,feeling.,name,give,born,resource,some.,experts,discuss,ongoing,developments,climate,change.",REAL
R042,New Report on Public Health,"remember,animal,three,miss,current.,especially,federal,tree.,experts,discuss,ongoing,developments,public,health.",REAL
F182,Hoax Confirmed by Sources,"game,next.,less,poor,side,open.,—,shocking,claims,hoax,surface,internet.",FAKE
F036,Miracle Drug Confirmed by Sources,"air,western,blue,power,rule,difficult.,evening,bill,happen,certainly,base.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F068,Secret Cure Confirmed by Sources,"happen,team,military.,week,training,politics,federal,cover.,service,note,four,join,back,guess,floor.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R015,New Report on Election,"evening,study,particular,outside,cause,actually.,home,player,information,medical,collection,strategy.,program,actually,someone,door,company,cost.,school,natural,including,ask.,experts,discuss,ongoing,developments,election.",REAL
R147,New Report on Climate Change,"plan,everything,young,six.,threat,realize,difficult,tough.,worry,item,various,make,measure,trouble,require,either.,experts,discuss,ongoing,developments,climate,change.",REAL
F198,Government Cover-Up Confirmed by Sources,"long,subject,color,page,market.,wait,wrong,threat,toward,build.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R081,New Report on Climate Change,"environmental,human,next.,even,interest,remember,heavy,particular,customer,phone.,although,especially,make,something,south,soon,capital.,experts,discuss,ongoing,developments,climate,change.",REAL
F050,Aliens Confirmed by Sources,"hundred,near,state,citizen,leader,particular,away.,look,put,carry,nature,recently,hit,here.,—,shocking,claims,aliens,surface,internet.",FAKE
F162,Celebrity Scandal Confirmed by Sources,"explain,political,know,i.,indicate,resource,employee,although.,news,mr,value,current.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R028,New Report on Technology Breakthrough,"rest,interesting,morning,smile,around,close.,usually,cup,notice,agency,space,much.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R195,New Report on Budget Report,"happen,figure,western,back,better.,experts,discuss,ongoing,developments,budget,report.",REAL
F116,Aliens Confirmed by Sources,"staff,main,view.,—,shocking,claims,aliens,surface,internet.",FAKE
R018,New Report on Research,"policy,win,simple,player,somebody,force.,woman,sea,third.,experts,discuss,ongoing,developments,research.",REAL
F073,Immortal Jellyfish Confirmed by Sources,"despite,worker,morning,remember,sometimes.,resource,spring,especially.,laugh,trade,born,claim,dog,job.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F059,Miracle Drug Confirmed by Sources,"group,example,least,popular.,care,anything,agree,continue,interesting.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R078,New Report on Budget Report,"beat,price,road,them.,natural,blue,thus,morning.,boy,look,consumer,tell,business,computer.,experts,discuss,ongoing,developments,budget,report.",REAL
F216,Secret Cure Confirmed by Sources,"real,activity,war,improve,election,yes,section,again.,front,responsibility,rule,find,improve.,degree,every,newspaper,close,hundred,reason.,chair,community,science,guess,stop.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F206,Celebrity Scandal Confirmed by Sources,"doctor,thank,plant.,prepare,good,raise,tend,decade,along,resource.,research,couple,raise,especially,much,customer.,onto,remember,technology,stage,race.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R036,New Report on Research,"box,several,strategy,political,challenge,land.,newspaper,speech,small,hand,hear.,occur,mean.,experts,discuss,ongoing,developments,research.",REAL
F104,Aliens Confirmed by Sources,"couple,around,set,care,have.,magazine,american,finish,significant,year.,—,shocking,claims,aliens,surface,internet.",FAKE
F000,Hoax Confirmed by Sources,"strong,star,score,risk,floor,goal,teacher.,sometimes,green,different,popular,employee.,—,shocking,claims,hoax,surface,internet.",FAKE
R136,New Report on Education,"best,vote,century,prepare,summer.,gas,bed,first,individual,end,thus.,play,style,already,season,work,election,artist,dark.,experts,discuss,ongoing,developments,education.",REAL
F019,Immortal Jellyfish Confirmed by Sources,"prevent,later,want,speak,role,discussion.,office,despite,white,need,hear,follow.,change,loss,stage,whose,strategy,possible,control.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R012,New Report on Technology Breakthrough,"move,degree,sport,carry,much.,simply,push,rich.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R052,New Report on Education,"general,everyone,general,indeed,benefit.,however,carry,name,offer,able,bank,police,case.,along,sister,outside,unit,political,for.,experts,discuss,ongoing,developments,education.",REAL
R123,New Report on Climate Change,"attention,talk,art,mother,oil,everything,fill.,hospital,else,career,goal.,experts,discuss,ongoing,developments,climate,change.",REAL
F040,Government Cover-Up Confirmed by Sources,"police,media,really,middle,hospital.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R160,New Report on Climate Change,"training,religious,boy,national,outside.,major,majority,child,word,evidence.,church,thousand,care,close,amount,sell.,experts,discuss,ongoing,developments,climate,change.",REAL
F067,Immortal Jellyfish Confirmed by Sources,"show,evidence,natural,raise.,free,fund,sound,energy.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R069,New Report on Research,"scene,argue,seem,mission,official,conference.,prevent,student,foot,professor.,experts,discuss,ongoing,developments,research.",REAL
F160,Mind Control Confirmed by Sources,"common,agency,spring,woman,what.,major,machine,professional,southern,build,sing,product.,least,think,term,accept,get,stock.,—,shocking,claims,mind,control,surface,internet.",FAKE
F053,Hoax Confirmed by Sources,"company,tough,light,child,item,color.,spend,near,theory,bag,mr,real,dinner.,really,task,writer.,—,shocking,claims,hoax,surface,internet.",FAKE
R074,New Report on Education,"face,continue,thank,manage.,network,kind,bad.,close,vote,method,know,group.,experts,discuss,ongoing,developments,education.",REAL
R007,New Report on Election,"per,without,despite,team,quickly.,stuff,bag,picture,provide,court.,amount,thus,lead,onto,behavior,prove,within,something.,experts,discuss,ongoing,developments,election.",REAL
R119,New Report on Climate Change,"lay,without,turn,natural.,need,right,among,explain.,throw,fall,training,suffer.,experts,discuss,ongoing,developments,climate,change.",REAL
R087,New Report on Budget Report,"establish,system,beyond,almost,heavy,seat.,mission,drop,audience,him.,need,party,tough,resource.,experts,discuss,ongoing,developments,budget,report.",REAL
F145,Miracle Drug Confirmed by Sources,"cost,five,increase,second,mean,animal.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R065,New Report on Budget Report,"realize,common,door.,business,raise,discussion.,professor,world,indeed,daughter,answer.,experts,discuss,ongoing,developments,budget,report.",REAL
R208,New Report on Budget Report,"consumer,seem,drop,sister.,structure,put,surface,important,draw,television.,show,participant,level,plant,book,night.,experts,discuss,ongoing,developments,budget,report.",REAL
R048,New Report on Budget Report,"medical,occur,particular,your.,experts,discuss,ongoing,developments,budget,report.",REAL
F076,Aliens Confirmed by Sources,"audience,stage,include,call,carry,media,want.,behavior,kitchen,hot.,small,wait,impact,enjoy,especially,manager.,—,shocking,claims,aliens,surface,internet.",FAKE
R019,New Report on Policy,"stand,every,crime,themselves.,information,protect,environmental,condition.,effect,whether,nice,force,quite.,experts,discuss,ongoing,developments,policy.",REAL
F115,Immortal Jellyfish Confirmed by Sources,"father,stage,eight,seek.,remember,human,time,strong,discuss,since.,democratic,low,side,war,control.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R031,New Report on Education,"simply,course,yourself.,financial,guy,ok,middle,material.,arrive,ball,national,brother,available,side,key.,experts,discuss,ongoing,developments,education.",REAL
